id,label,x,y,z,ms,phone,position,floors
0,walking,0.5859833000000001,2.0015259,10.046631,46,OnePlus5,hand,1
0,walking,-0.15382385,2.2541199,9.937698,87,OnePlus5,hand,1
0,walking,-0.6494293000000001,2.3319243999999997,9.245773,88,OnePlus5,hand,1
0,walking,-0.8888396999999999,2.4731902999999997,8.426956,110,OnePlus5,hand,1
0,walking,-0.7188568000000001,2.705429,8.14444,129,OnePlus5,hand,1
0,walking,-0.29269409999999996,2.9915314,8.345550999999999,146,OnePlus5,hand,1
0,walking,0.18734741,3.0956726000000003,8.60173,161,OnePlus5,hand,1
0,walking,0.45429993,3.1770782000000004,9.062622,179,OnePlus5,hand,1
0,walking,0.49978638,3.2213745,9.23381,196,OnePlus5,hand,1
0,walking,0.33459473,3.2884064,9.047058,217,OnePlus5,hand,1
0,walking,0.07482910000000001,3.4332580000000004,8.790878,261,OnePlus5,hand,1
0,walking,0.11791992,3.3757935,8.940521,262,OnePlus5,hand,1
0,walking,0.418396,3.3027802000000004,9.203873,283,OnePlus5,hand,1
0,walking,0.5273285,3.1818695,9.445694,299,OnePlus5,hand,1
0,walking,0.5704193000000001,3.0358276,9.741379,316,OnePlus5,hand,1
0,walking,0.5189514000000001,2.9053345,9.991577000000001,342,OnePlus5,hand,1
0,walking,0.12988281,2.8885803,10.007126,358,OnePlus5,hand,1
0,walking,-0.1765747,2.9364624,10.005936,376,OnePlus5,hand,1
0,walking,-0.15861511,2.9604034,10.089737,392,OnePlus5,hand,1
0,walking,-0.13346863,2.8586577999999996,10.394989,412,OnePlus5,hand,1
0,walking,0.06524658,2.4288939999999997,11.136002000000001,432,OnePlus5,hand,1
0,walking,0.40881348,1.9524384,11.752502,452,OnePlus5,hand,1
0,walking,0.53570557,1.6412048,11.446045,474,OnePlus5,hand,1
0,walking,0.22566223,1.5190887,10.198669,494,OnePlus5,hand,1
0,walking,-0.018554688,1.7657013,9.128464,511,OnePlus5,hand,1
0,walking,0.0460968,2.231369,8.708282,529,OnePlus5,hand,1
0,walking,0.35255432,2.3929749,8.709473,551,OnePlus5,hand,1
0,walking,0.7068939000000001,2.3367157000000005,8.851929,572,OnePlus5,hand,1
0,walking,0.9355315999999999,2.1164549999999998,8.963257,589,OnePlus5,hand,1
0,walking,0.7930908,1.7860413,9.147614,609,OnePlus5,hand,1
0,walking,0.36212158,1.6076813,9.273315,628,OnePlus5,hand,1
0,walking,0.044891357,1.4424743999999998,9.4995575,648,OnePlus5,hand,1
0,walking,-0.10952759,1.4245299999999999,9.735397,666,OnePlus5,hand,1
0,walking,-0.30586243,1.468811,9.335556,694,OnePlus5,hand,1
0,walking,-0.42675779999999996,1.7058411,8.434142999999999,709,OnePlus5,hand,1
0,walking,-0.30944824,2.0326538,7.773346000000001,727,OnePlus5,hand,1
0,walking,-0.13227844,2.2720642000000004,7.561462400000001,747,OnePlus5,hand,1
0,walking,-0.034118652,2.404953,7.785309,780,OnePlus5,hand,1
0,walking,0.004196167,2.499527,7.908614999999999,788,OnePlus5,hand,1
0,walking,0.030532837,2.5881042,7.992416400000001,814,OnePlus5,hand,1
0,walking,-0.060455322,2.6994324,8.327606,825,OnePlus5,hand,1
0,walking,-0.05445862,2.7987976000000003,8.7717285,858,OnePlus5,hand,1
0,walking,0.10714722,2.9400482000000006,9.152405,863,OnePlus5,hand,1
0,walking,0.05088806,2.9891357000000003,9.099731,882,OnePlus5,hand,1
0,walking,-0.2866974,2.9951172,8.675949000000001,920,OnePlus5,hand,1
0,walking,-0.6003418,3.0597687000000002,8.529907000000001,924,OnePlus5,hand,1
0,walking,-0.7296295,3.2070007,8.689117,950,OnePlus5,hand,1
0,walking,-0.6482239000000001,3.3602295,9.060226,961,OnePlus5,hand,1
0,walking,-0.42796326,3.5098724000000003,9.188309,983,OnePlus5,hand,1
0,walking,-0.24241638,3.603241,9.309219,1021,OnePlus5,hand,1
0,walking,-0.22206116,3.6918335,9.600113,1025,OnePlus5,hand,1
0,walking,-0.12509155,3.5302277,10.287247,1051,OnePlus5,hand,1
0,walking,-0.08079529,3.3051758,11.003128,1059,OnePlus5,hand,1
0,walking,0.016159058,3.0717316,11.296417,1078,OnePlus5,hand,1
0,walking,0.29389954,2.8526611,11.009109500000001,1099,OnePlus5,hand,1
0,walking,0.37528992,2.9352722,10.5159,1130,OnePlus5,hand,1
0,walking,0.23045349,3.2680664,10.299225,1137,OnePlus5,hand,1
0,walking,0.8349761999999998,3.2285614,10.470413,1157,OnePlus5,hand,1
0,walking,1.6107025,3.1818695,10.368652,1177,OnePlus5,hand,1
0,walking,2.2703094,2.8718262,10.834335000000001,1196,OnePlus5,hand,1
0,walking,2.7754822,2.2648926,11.56456,1216,OnePlus5,hand,1
0,walking,2.636612,1.5969086000000001,12.066147,1243,OnePlus5,hand,1
0,walking,1.8956146,1.0821533,11.581314,1258,OnePlus5,hand,1
0,walking,1.1043243,1.1444092,9.997558999999999,1279,OnePlus5,hand,1
0,walking,1.0301056,1.3874207,8.412598,1294,OnePlus5,hand,1
0,walking,1.6238708,1.5753632,7.494415299999999,1314,OnePlus5,hand,1
0,walking,2.3038177,1.587326,7.326828,1342,OnePlus5,hand,1
0,walking,2.5085297000000004,1.484375,7.644058,1358,OnePlus5,hand,1
0,walking,2.1074982,1.2401733,8.122894,1373,OnePlus5,hand,1
0,walking,1.3186035,0.9456787,8.60173,1393,OnePlus5,hand,1
0,walking,0.54289246,0.84272766,8.628067,1413,OnePlus5,hand,1
0,walking,0.031723022000000003,1.0462341,7.9134063999999995,1432,OnePlus5,hand,1
0,walking,0.0077819824,1.3526917,7.152054,1452,OnePlus5,hand,1
0,walking,0.11193848,1.8147736,7.000015299999999,1472,OnePlus5,hand,1
0,walking,0.14305115,2.0829315,7.3555603000000005,1492,OnePlus5,hand,1
